1.000000 60.30050 47.66134 37.13134 50.53956 -2.19057 -2.87822 2.601003  .687649 
1.000000 68.17939 47.98033 37.13134 50.53956 -1.87158 -2.55923 2.601003  .687649 
1.000000 69.98030 43.75246 37.13134 50.53956 -6.09945 -6.78710 2.601003  .687649 
1.000000 66.44724 55.79791 37.13134 50.53956 5.945996 5.258347 2.601003  .687649 
1.000000 80.12727 40.88842 37.13134 50.53956 -8.96349 -9.65114 2.601003  .687649 
1.000000 68.42426 44.05934 37.13134 50.53956 -5.79257 -6.48022 2.601003  .687649 
1.000000 68.04902 55.37983 37.13134 50.53956 5.527916 4.840267 2.601003  .687649 
1.000000 63.28368 52.62229 37.13134 50.53956 2.770376 2.082727 2.601003  .687649 
1.000000 56.76796 59.02338 37.13134 50.53956 9.171466 8.483818 2.601003  .687649 
1.000000 59.77315 54.69020 37.13134 50.53956 4.838286 4.150637 2.601003  .687649 
1.000000 79.26658 51.95488 37.13134 50.53956 2.102966 1.415318 2.601003  .687649 
1.000000 67.28124 53.21721 37.13134 50.53956 3.365296 2.677647 2.601003  .687649 
1.000000 54.43098 52.83040 37.13134 50.53956 2.978486 2.290837 2.601003  .687649 
1.000000 70.13626 49.69912 37.13134 50.53956 -.152794 -.840443 2.601003  .687649 
1.000000 64.96120 48.13003 37.13134 50.53956 -1.72188 -2.40953 2.601003  .687649 
1.000000 67.54696 50.53666 37.13134 50.53956  .684746 -.002903 2.601003  .687649 
1.000000 59.19140 49.61600 37.13134 50.53956 -.235914 -.923563 2.601003  .687649 
1.000000 67.98298 50.28810 37.13134 50.53956  .436186 -.251463 2.601003  .687649 
1.000000 61.85957 51.29778 37.13134 50.53956 1.445866  .758218 2.601003  .687649 
1.000000 61.28819 46.36534 37.13134 50.53956 -3.48657 -4.17422 2.601003  .687649 
1.000000 61.45879 54.32603 37.13134 50.53956 4.474116 3.786468 2.601003  .687649 
1.000000 71.68882 46.24843 37.13134 50.53956 -3.60348 -4.29113 2.601003  .687649 
1.000000 62.32964 46.74992 37.13134 50.53956 -3.10199 -3.78964 2.601003  .687649 
1.000000 65.24709 49.39637 37.13134 50.53956 -.455544 -1.14319 2.601003  .687649 
1.000000 78.92314 43.23505 37.13134 50.53956 -6.61686 -7.30451 2.601003  .687649 
1.000000 57.70353 52.49101 37.13134 50.53956 2.639096 1.951448 2.601003  .687649 
1.000000 43.07587 55.62949 37.13134 50.53956 5.777576 5.089928 2.601003  .687649 
1.000000 70.93813 53.13855 37.13134 50.53956 3.286636 2.598988 2.601003  .687649 
1.000000 58.34293 46.31800 37.13134 50.53956 -3.53391 -4.22156 2.601003  .687649 
1.000000 56.34763 50.34191 37.13134 50.53956  .489996 -.197653 2.601003  .687649 
1.000000 64.06275 60.17972 37.13134 50.53956 10.32781 9.640158 2.601003  .687649 
1.000000 66.32021 45.67486 37.13134 50.53956 -4.17705 -4.86470 2.601003  .687649 
1.000000 59.90310 52.42612 37.13134 50.53956 2.574206 1.886557 2.601003  .687649 
1.000000 64.00281 54.27695 37.13134 50.53956 4.425036 3.737387 2.601003  .687649 
1.000000 69.20121 47.69853 37.13134 50.53956 -2.15338 -2.84103 2.601003  .687649 
1.000000 68.51608 48.16594 37.13134 50.53956 -1.68597 -2.37362 2.601003  .687649 
1.000000 57.61072 59.62603 37.13134 50.53956 9.774116 9.086467 2.601003  .687649 
1.000000 81.08309 46.70048 37.13134 50.53956 -3.15143 -3.83908 2.601003  .687649 
1.000000 59.92582 59.98384 37.13134 50.53956 10.13193 9.444277 2.601003  .687649 
1.000000 77.75532 43.18425 37.13134 50.53956 -6.66766 -7.35531 2.601003  .687649 
2.000000 71.66539 32.65944 48.81524 40.09576 -17.1925 -7.43632 14.28490 -9.75615 
2.000000 56.83880 35.99953 48.81524 40.09576 -13.8524 -4.09623 14.28490 -9.75615 
2.000000 67.12864 50.94519 48.81524 40.09576 1.093276 10.84943 14.28490 -9.75615 
2.000000 61.52033 44.34539 48.81524 40.09576 -5.50652 4.249628 14.28490 -9.75615 
2.000000 61.51659 38.37240 48.81524 40.09576 -11.4795 -1.72336 14.28490 -9.75615 
2.000000 70.19240 46.57620 48.81524 40.09576 -3.27571 6.480438 14.28490 -9.75615 
2.000000 63.34805 50.57201 48.81524 40.09576  .720096 10.47625 14.28490 -9.75615 
2.000000 66.70072 33.40641 48.81524 40.09576 -16.4455 -6.68935 14.28490 -9.75615 
2.000000 72.84837 35.44242 48.81524 40.09576 -14.4095 -4.65334 14.28490 -9.75615 
2.000000 68.75116 46.85500 48.81524 40.09576 -2.99691 6.759238 14.28490 -9.75615 
2.000000 64.46452 45.52528 48.81524 40.09576 -4.32663 5.429518 14.28490 -9.75615 
2.000000 46.70211 35.49291 48.81524 40.09576 -14.3590 -4.60285 14.28490 -9.75615 
2.000000 67.51866 32.41760 48.81524 40.09576 -17.4343 -7.67816 14.28490 -9.75615 
2.000000 64.66885 34.42966 48.81524 40.09576 -15.4223 -5.66610 14.28490 -9.75615 
2.000000 64.92977 40.77476 48.81524 40.09576 -9.07715  .678998 14.28490 -9.75615 
2.000000 61.90396 42.75679 48.81524 40.09576 -7.09512 2.661028 14.28490 -9.75615 
2.000000 66.45905 42.84565 48.81524 40.09576 -7.00626 2.749888 14.28490 -9.75615 
2.000000 69.88050 40.29854 48.81524 40.09576 -9.55337  .202778 14.28490 -9.75615 
2.000000 72.12579 34.26917 48.81524 40.09576 -15.5827 -5.82659 14.28490 -9.75615 
2.000000 54.29134 34.94941 48.81524 40.09576 -14.9025 -5.14635 14.28490 -9.75615 
2.000000 65.05674 39.56797 48.81524 40.09576 -10.2839 -.527792 14.28490 -9.75615 
2.000000 65.45960 30.93712 48.81524 40.09576 -18.9148 -9.15864 14.28490 -9.75615 
2.000000 67.71420 24.87867 48.81524 40.09576 -24.9732 -15.2171 14.28490 -9.75615 
2.000000 57.23984 37.47679 48.81524 40.09576 -12.3751 -2.61897 14.28490 -9.75615 
2.000000 54.28172 40.87236 48.81524 40.09576 -8.97955  .776598 14.28490 -9.75615 
2.000000 58.62422 50.23204 48.81524 40.09576  .380126 10.13628 14.28490 -9.75615 
2.000000 65.34573 44.38122 48.81524 40.09576 -5.47069 4.285458 14.28490 -9.75615 
2.000000 56.25519 40.59385 48.81524 40.09576 -9.25806  .498088 14.28490 -9.75615 
2.000000 56.01391 38.82589 48.81524 40.09576 -11.0260 -1.26987 14.28490 -9.75615 
2.000000 68.65818 44.68816 48.81524 40.09576 -5.16375 4.592398 14.28490 -9.75615 
2.000000 61.60975 36.08453 48.81524 40.09576 -13.7674 -4.01123 14.28490 -9.75615 
2.000000 55.42186 41.42429 48.81524 40.09576 -8.42762 1.328528 14.28490 -9.75615 
2.000000 65.61177 35.52684 48.81524 40.09576 -14.3251 -4.56892 14.28490 -9.75615 
2.000000 50.05578 50.82615 48.81524 40.09576  .974236 10.73039 14.28490 -9.75615 
2.000000 55.04469 44.84743 48.81524 40.09576 -5.00448 4.751668 14.28490 -9.75615 
2.000000 59.07432 50.49412 48.81524 40.09576  .642206 10.39836 14.28490 -9.75615 
2.000000 68.40910 45.37255 48.81524 40.09576 -4.47936 5.276788 14.28490 -9.75615 
2.000000 61.53768 32.44077 48.81524 40.09576 -17.4111 -7.65499 14.28490 -9.75615 
2.000000 73.32362 40.32896 48.81524 40.09576 -9.52295  .233198 14.28490 -9.75615 
2.000000 66.37349 35.09699 48.81524 40.09576 -14.7549 -4.99877 14.28490 -9.75615 
3.000000 57.49942 51.72436 31.42171 54.92506 1.872446 -3.20070 -3.10863 5.073144 
3.000000 71.60177 53.87381 31.42171 54.92506 4.021896 -1.05125 -3.10863 5.073144 
3.000000 75.52877 41.94759 31.42171 54.92506 -7.90432 -12.9775 -3.10863 5.073144 
3.000000 54.83459 58.11197 31.42171 54.92506 8.260056 3.186912 -3.10863 5.073144 
3.000000 63.02469 55.17341 31.42171 54.92506 5.321496  .248352 -3.10863 5.073144 
3.000000 63.15725 42.75624 31.42171 54.92506 -7.09567 -12.1688 -3.10863 5.073144 
3.000000 68.83852 61.99065 31.42171 54.92506 12.13874 7.065592 -3.10863 5.073144 
3.000000 54.13610 46.44404 31.42171 54.92506 -3.40787 -8.48102 -3.10863 5.073144 
3.000000 63.90560 60.10685 31.42171 54.92506 10.25494 5.181792 -3.10863 5.073144 
3.000000 67.83962 53.21083 31.42171 54.92506 3.358916 -1.71423 -3.10863 5.073144 
3.000000 64.38390 58.11060 31.42171 54.92506 8.258686 3.185542 -3.10863 5.073144 
3.000000 73.21099 59.94039 31.42171 54.92506 10.08848 5.015332 -3.10863 5.073144 
3.000000 66.76335 58.66445 31.42171 54.92506 8.812536 3.739392 -3.10863 5.073144 
3.000000 56.78922 61.09746 31.42171 54.92506 11.24555 6.172402 -3.10863 5.073144 
3.000000 65.20492 50.55997 31.42171 54.92506  .708056 -4.36509 -3.10863 5.073144 
3.000000 64.80700 47.88014 31.42171 54.92506 -1.97177 -7.04492 -3.10863 5.073144 
3.000000 57.88737 60.27273 31.42171 54.92506 10.42082 5.347672 -3.10863 5.073144 
3.000000 69.71070 48.64983 31.42171 54.92506 -1.20208 -6.27523 -3.10863 5.073144 
3.000000 56.24475 55.10275 31.42171 54.92506 5.250836  .177692 -3.10863 5.073144 
