1.000000 57.73418 49.65806 36.48819 54.78160 -.341945 -5.12354 1.488190 7.115928 -.508879 -7.62481 4.781599 
1.000000 62.48525 63.97776 36.48819 54.78160 13.97775 9.196155 1.488190 7.115928 20.80155 13.68563 4.781599 
1.000000 58.87895 52.71954 36.48819 54.78160 2.719535 -2.06206 1.488190 7.115928 4.047184 -3.06874 4.781599 
1.000000 71.71777 52.76948 36.48819 54.78160 2.769475 -2.01212 1.488190 7.115928 4.121504 -2.99442 4.781599 
1.000000 64.86607 49.31703 36.48819 54.78160 -.682975 -5.46457 1.488190 7.115928 -1.01640 -8.13232 4.781599 
1.000000 74.71179 54.56384 36.48819 54.78160 4.563835 -.217765 1.488190 7.115928 6.791853 -.324075 4.781599 
1.000000 75.09371 50.16927 36.48819 54.78160  .169265 -4.61233 1.488190 7.115928  .251898 -6.86403 4.781599 
1.000000 70.62945 62.15071 36.48819 54.78160 12.15070 7.369105 1.488190 7.115928 18.08256 10.96663 4.781599 
1.000000 68.50094 55.49385 36.48819 54.78160 5.493845  .712245 1.488190 7.115928 8.175884 1.059957 4.781599 
1.000000 66.99168 43.60887 36.48819 54.78160 -6.39114 -11.1727 1.488190 7.115928 -9.51122 -16.6272 4.781599 
1.000000 74.67026 58.45652 36.48819 54.78160 8.456515 3.674915 1.488190 7.115928 12.58490 5.468972 4.781599 
1.000000 55.46454 60.97347 36.48819 54.78160 10.97346 6.191865 1.488190 7.115928 16.33060 9.214671 4.781599 
1.000000 63.72398 49.89535 36.48819 54.78160 -.104655 -4.88625 1.488190 7.115928 -.155747 -7.27167 4.781599 
1.000000 57.96585 63.60429 36.48819 54.78160 13.60428 8.822685 1.488190 7.115928 20.24576 13.12983 4.781599 
1.000000 59.78928 56.25482 36.48819 54.78160 6.254815 1.473215 1.488190 7.115928 9.308352 2.192424 4.781599 
1.000000 71.88654 54.24230 36.48819 54.78160 4.242295 -.539305 1.488190 7.115928 6.313340 -.802587 4.781599 
1.000000 73.14279 67.36434 36.48819 54.78160 17.36433 12.58274 1.488190 7.115928 25.84143 18.72550 4.781599 
1.000000 74.07641 54.52333 36.48819 54.78160 4.523325 -.258275 1.488190 7.115928 6.731566 -.384361 4.781599 
1.000000 73.16240 61.51546 36.48819 54.78160 11.51545 6.733855 1.488190 7.115928 17.13718 10.02126 4.781599 
1.000000 71.43420 50.90479 36.48819 54.78160  .904785 -3.87681 1.488190 7.115928 1.346492 -5.76944 4.781599 
1.000000 74.14629 56.92724 36.48819 54.78160 6.927235 2.145635 1.488190 7.115928 10.30904 3.193113 4.781599 
1.000000 60.94537 49.21392 36.48819 54.78160 -.786085 -5.56768 1.488190 7.115928 -1.16984 -8.28577 4.781599 
1.000000 57.49608 56.95512 36.48819 54.78160 6.955115 2.173515 1.488190 7.115928 10.35053 3.234604 4.781599 
1.000000 57.07084 52.96184 36.48819 54.78160 2.961835 -1.81976 1.488190 7.115928 4.407773 -2.70816 4.781599 
1.000000 64.02356 62.02000 36.48819 54.78160 12.01999 7.238395 1.488190 7.115928 17.88803 10.77211 4.781599 
1.000000 66.16208 49.85810 36.48819 54.78160 -.141905 -4.92350 1.488190 7.115928 -.211182 -7.32711 4.781599 
1.000000 57.63060 38.99877 36.48819 54.78160 -11.0012 -15.7828 1.488190 7.115928 -16.3719 -23.4879 4.781599 
1.000000 76.33971 64.79130 36.48819 54.78160 14.79129 10.00970 1.488190 7.115928 22.01226 14.89633 4.781599 
1.000000 67.02267 55.31491 36.48819 54.78160 5.314905  .533305 1.488190 7.115928 7.909587  .793660 4.781599 
1.000000 70.56123 57.97425 36.48819 54.78160 7.974245 3.192645 1.488190 7.115928 11.86719 4.751263 4.781599 
1.000000 63.32036 46.45807 36.48819 54.78160 -3.54194 -8.32353 1.488190 7.115928 -5.27107 -12.3870 4.781599 
1.000000 74.72553 57.32128 36.48819 54.78160 7.321275 2.539675 1.488190 7.115928 10.89545 3.779519 4.781599 
1.000000 71.49117 62.65195 36.48819 54.78160 12.65194 7.870345 1.488190 7.115928 18.82850 11.71257 4.781599 
1.000000 58.49400 59.49656 36.48819 54.78160 9.496555 4.714955 1.488190 7.115928 14.13268 7.016749 4.781599 
1.000000 62.03180 46.32563 36.48819 54.78160 -3.67438 -8.45597 1.488190 7.115928 -5.46817 -12.5841 4.781599 
1.000000 72.76952 50.53232 36.48819 54.78160  .532315 -4.24928 1.488190 7.115928  .792185 -6.32374 4.781599 
1.000000 69.31273 55.04530 36.48819 54.78160 5.045295  .263695 1.488190 7.115928 7.508357  .392429 4.781599 
1.000000 62.66058 50.70197 36.48819 54.78160  .701965 -4.07963 1.488190 7.115928 1.044657 -6.07127 4.781599 
1.000000 59.89264 43.29857 36.48819 54.78160 -6.70144 -11.4830 1.488190 7.115928 -9.97301 -17.0889 4.781599 
1.000000 70.75759 62.25400 36.48819 54.78160 12.25399 7.472395 1.488190 7.115928 18.23627 11.12034 4.781599 
2.000000 62.34562 33.11776 32.00168 39.92690 -16.8822 -6.80914 -2.99832 30.20238 50.61837 20.41599 -10.0731 
2.000000 59.12480 33.51554 32.00168 39.92690 -16.4845 -6.41136 -2.99832 30.20238 49.42570 19.22332 -10.0731 
2.000000 56.49483 38.89659 32.00168 39.92690 -11.1034 -1.03031 -2.99832 30.20238 33.29159 3.089212 -10.0731 
2.000000 59.93970 50.45760 32.00168 39.92690  .457595 10.53070 -2.99832 30.20238 -1.37202 -31.5744 -10.0731 
2.000000 63.82537 35.04144 32.00168 39.92690 -14.9586 -4.88546 -2.99832 30.20238 44.85057 14.64819 -10.0731 
2.000000 56.19801 50.08872 32.00168 39.92690  .088715 10.16182 -2.99832 30.20238 -.265996 -30.4684 -10.0731 
2.000000 81.26954 39.07564 32.00168 39.92690 -10.9244 -.851264 -2.99832 30.20238 32.75474 2.552363 -10.0731 
2.000000 59.89168 33.99887 32.00168 39.92690 -16.0011 -5.92803 -2.99832 30.20238 47.97653 17.77414 -10.0731 
2.000000 46.25664 45.87264 32.00168 39.92690 -4.12736 5.945736 -2.99832 30.20238 12.37516 -17.8272 -10.0731 
2.000000 55.56339 44.95930 32.00168 39.92690 -5.04070 5.032396 -2.99832 30.20238 15.11365 -15.0887 -10.0731 
2.000000 47.00788 35.64977 32.00168 39.92690 -14.3502 -4.27713 -2.99832 30.20238 43.02660 12.82422 -10.0731 
2.000000 56.04537 44.09377 32.00168 39.92690 -5.90623 4.166866 -2.99832 30.20238 17.70878 -12.4936 -10.0731 
2.000000 60.29825 37.37328 32.00168 39.92690 -12.6267 -2.55362 -2.99832 30.20238 37.85896 7.656583 -10.0731 
2.000000 56.36219 43.97393 32.00168 39.92690 -6.02607 4.047026 -2.99832 30.20238 18.06810 -12.1343 -10.0731 
2.000000 52.84461 50.58551 32.00168 39.92690  .585505 10.65861 -2.99832 30.20238 -1.75553 -31.9579 -10.0731 
2.000000 35.12461 31.72513 32.00168 39.92690 -18.2749 -8.20177 -2.99832 30.20238 54.79393 24.59154 -10.0731 
2.000000 64.09161 38.60588 32.00168 39.92690 -11.3941 -1.32102 -2.99832 30.20238 34.16323 3.960854 -10.0731 
2.000000 52.38135 36.41939 32.00168 39.92690 -13.5806 -3.50751 -2.99832 30.20238 40.71903 10.51665 -10.0731 
2.000000 74.43650 37.55639 32.00168 39.92690 -12.4436 -2.37051 -2.99832 30.20238 37.30994 7.107561 -10.0731 
2.000000 60.07931 46.26455 32.00168 39.92690 -3.73545 6.337646 -2.99832 30.20238 11.20009 -19.0023 -10.0731 
2.000000 62.03222 32.12432 32.00168 39.92690 -17.8757 -7.80258 -2.99832 30.20238 53.59703 23.39465 -10.0731 
2.000000 60.63714 39.78370 32.00168 39.92690 -10.2163 -.143204 -2.99832 30.20238 30.63175  .429372 -10.0731 
2.000000 51.58925 34.74978 32.00168 39.92690 -15.2502 -5.17712 -2.99832 30.20238 45.72506 15.52268 -10.0731 
2.000000 67.11569 41.71424 32.00168 39.92690 -8.28576 1.787336 -2.99832 30.20238 24.84338 -5.35900 -10.0731 
2.000000 58.48496 48.50532 32.00168 39.92690 -1.49468 8.578416 -2.99832 30.20238 4.481544 -25.7208 -10.0731 
2.000000 65.14759 19.30979 32.00168 39.92690 -30.6902 -20.6171 -2.99832 30.20238 92.01909 61.81671 -10.0731 
2.000000 73.51095 43.58441 32.00168 39.92690 -6.41559 3.657506 -2.99832 30.20238 19.23601 -10.9664 -10.0731 
2.000000 69.88796 45.50172 32.00168 39.92690 -4.49828 5.574816 -2.99832 30.20238 13.48730 -16.7151 -10.0731 
2.000000 72.84522 30.57369 32.00168 39.92690 -19.4263 -9.35321 -2.99832 30.20238 58.24631 28.04393 -10.0731 
2.000000 51.58650 44.02272 32.00168 39.92690 -5.97728 4.095816 -2.99832 30.20238 17.92181 -12.2806 -10.0731 
2.000000 68.69682 40.85539 32.00168 39.92690 -9.14461  .928486 -2.99832 30.20238 27.41848 -2.78390 -10.0731 
2.000000 55.56125 38.68178 32.00168 39.92690 -11.3182 -1.24512 -2.99832 30.20238 33.93566 3.733281 -10.0731 
